1,328.869410,159.189756,40.003531785839,-7.191468910837,BORDE_INTERPOLADO,1,1
2,356.365494,159.277244,40.004095766374,-7.126952912591,BORDE_INTERPOLADO,1,2
3,456.242751,159.595038,40.005842765032,-6.892610475678,BORDE_INTERPOLADO,1,3
4,556.120007,159.912832,40.007114729888,-6.658280106555,BORDE_INTERPOLADO,1,4
5,655.997264,160.230627,40.007911709764,-6.423965133967,BORDE_INTERPOLADO,1,5
6,755.874521,160.548421,40.008235596637,-6.189670309281,BORDE_INTERPOLADO,1,6
7,836.173815,160.803921,40.008566808914,-6.001360067284,FRONTERA_HUSOS_BORDE_INTERPOLADO,1,7
8,916.431356,161.059288,40.008892492641,-5.813077265346,BORDE_INTERPOLADO,1,8
9,1016.275953,161.376978,40.008354077058,-5.578770671330,BORDE_INTERPOLADO,1,9
10,1116.120550,161.694669,40.007341368948,-5.344443699092,BORDE_INTERPOLADO,1,10
11,1215.965147,162.012359,40.005853632329,-5.110105163958,BORDE_INTERPOLADO,1,11
12,1315.809744,162.330049,40.003891222858,-4.875756038471,BORDE_INTERPOLADO,1,12
13,1415.654341,162.647739,40.001454607237,-4.641402545630,BORDE_INTERPOLADO,1,13
14,1469.929738,162.820435,39.999931098823,-4.514007334465,BORDE_INTERPOLADO,1,14
15,328.255662,208.902258,39.914074203156,-7.191160535589,BORDE_INTERPOLADO,2,1
16,354.584068,209.832129,39.913094322838,-7.129436787062,RETICULA_UTM_RASTER,2,2
17,454.348364,213.355619,39.909084036797,-6.895582804266,RETICULA_UTM_RASTER,2,3
18,554.112660,216.879109,39.904602368872,-6.661776943506,RETICULA_UTM_RASTER,2,4
19,653.876956,220.402599,39.899650336827,-6.428026842257,RETICULA_UTM_RASTER,2,5
20,753.641253,223.926089,39.894228529057,-6.194336337883,RETICULA_UTM_RASTER,2,6
21,835.996444,227.033712,39.889394469225,-6.001358803002,FRONTERA_HUSOS_29_30,2,7
22,918.335847,224.747262,39.894230807466,-5.808380454779,RETICULA_UTM_RASTER,2,8
23,1018.081027,221.740360,39.899655267224,-5.574687755437,RETICULA_UTM_RASTER,2,9
24,1117.826207,218.733457,39.904611718854,-5.340938293744,RETICULA_UTM_RASTER,2,10
25,1217.571387,215.726555,39.909097462288,-5.107133429741,RETICULA_UTM_RASTER,2,11
26,1317.316567,212.719652,39.913111147072,-4.873276354089,RETICULA_UTM_RASTER,2,12
27,1417.061747,209.712749,39.916653476700,-4.639374908212,RETICULA_UTM_RASTER,2,13
28,1470.154577,208.112221,39.918346609606,-4.514856193435,BORDE_INTERPOLADO,2,14
29,327.019424,309.035414,39.733880439553,-7.190528516878,BORDE_INTERPOLADO,3,1
30,351.058479,309.884429,39.732990032054,-7.134318617284,RETICULA_UTM_RASTER,3,2
31,450.822775,313.407919,39.729002985856,-6.901071362083,RETICULA_UTM_RASTER,3,3
32,550.587071,316.931409,39.724550387010,-6.667875971664,RETICULA_UTM_RASTER,3,4
33,650.351367,320.454899,39.719630663551,-6.434732556582,RETICULA_UTM_RASTER,3,5
34,750.115663,323.978389,39.714242795044,-6.201648978185,RETICULA_UTM_RASTER,3,6
35,835.728673,327.153663,39.709237048232,-6.001356798873,FRONTERA_HUSOS_29_30,3,7
36,921.325251,324.715787,39.714244788635,-5.801062924730,RETICULA_UTM_RASTER,3,8
37,1021.070431,321.708885,39.719636239515,-5.567979775569,RETICULA_UTM_RASTER,3,9
38,1120.815611,318.701982,39.724562055133,-5.334837380231,RETICULA_UTM_RASTER,3,10
39,1220.560791,315.695079,39.729019561688,-5.101637526900,RETICULA_UTM_RASTER,3,11
40,1320.305971,312.688177,39.733007281196,-4.868389882703,RETICULA_UTM_RASTER,3,12
41,1420.051151,309.681274,39.736526986441,-4.635097795894,RETICULA_UTM_RASTER,3,13
42,1470.651219,308.155893,39.738133244450,-4.516735153557,BORDE_INTERPOLADO,3,14
43,325.783186,409.168569,39.553681752921,-7.189881748996,BORDE_INTERPOLADO,4,1
44,347.532890,409.936728,39.552880128595,-7.139156336391,RETICULA_UTM_RASTER,4,2
45,447.297186,413.460218,39.548919590739,-6.906511578152,RETICULA_UTM_RASTER,4,3
46,547.061482,416.983709,39.544495191496,-6.673917379156,RETICULA_UTM_RASTER,4,4
47,646.825778,420.507199,39.539605912937,-6.441376698114,RETICULA_UTM_RASTER,4,5
48,746.590074,424.030689,39.534250924851,-6.208894581855,RETICULA_UTM_RASTER,4,6
49,835.460899,427.273200,39.529076001697,-6.001352593369,FRONTERA_HUSOS_29_30,4,7
50,924.314655,424.684312,39.534253180983,-5.793811178019,RETICULA_UTM_RASTER,4,8
51,1024.059835,421.677410,39.539611282833,-5.561329730703,RETICULA_UTM_RASTER,4,9
52,1123.805015,418.670507,39.544504881456,-5.328788578807,RETICULA_UTM_RASTER,4,10
53,1223.550195,415.663604,39.548933876539,-5.096191979631,RETICULA_UTM_RASTER,4,11
54,1323.295375,412.656702,39.552896445204,-4.863548044907,RETICULA_UTM_RASTER,4,12
55,1423.040556,409.649799,39.556394640161,-4.630858204055,RETICULA_UTM_RASTER,4,13
